epoch,step,train/cardinality_error,train/cardinality_error_0,train/cardinality_error_enc,train/class_error,train/loss,train/loss_bbox,train/loss_bbox_0,train/loss_bbox_enc,train/loss_ce,train/loss_ce_0,train/loss_ce_enc,train/loss_giou,train/loss_giou_0,train/loss_giou_enc,train/lr,train/lr_max,train/lr_min,val/AP/Bicycle,val/AP/Bus,val/AP/Hatchback,val/AP/LCV,val/AP/MUV,val/AP/Mini-bus,val/AP/SUV,val/AP/Sedan,val/AP/Tempo-traveller,val/AP/Three-wheeler,val/AP/Truck,val/AP/Two-wheeler,val/AP/Van,val/F1,val/cardinality_error,val/cardinality_error_0,val/cardinality_error_enc,val/class_error,val/ema_mAP_50,val/ema_mAP_50_95,val/ema_mAR,val/loss,val/loss_bbox,val/loss_bbox_0,val/loss_bbox_enc,val/loss_ce,val/loss_ce_0,val/loss_ce_enc,val/loss_giou,val/loss_giou_0,val/loss_giou_enc,val/mAP_50,val/mAP_50_95,val/mAP_75,val/mAR,val/precision,val/recall
7,79,,,,,,,,,,,,,,,,,,0.0304134339094162,0.25927838683128357,0.0,0.2918149530887604,0.11693286150693893,0.22499999403953552,0.27535417675971985,0.18696732819080353,0.05000000074505806,0.5768359899520874,0.2586149573326111,0.44357502460479736,0.0,0.24753360450267792,289.20001220703125,289.6666564941406,289.6333312988281,40.362510681152344,0.27975183725357056,0.21060366928577423,0.5786352157592773,4.387091159820557,0.0235475841909647,0.023695582523941994,0.02679987996816635,0.9373583197593689,0.9421056509017944,0.9348477721214294,0.1954130083322525,0.19518181681632996,0.21068716049194336,0.28004494309425354,0.20882977545261383,0.23607978224754333,0.5780673027038574,0.2300378531217575,0.3245851695537567
7,79,3882.69384765625,3886.543701171875,3772.581298828125,30.929813385009766,4.154084205627441,0.02538076601922512,0.026624193415045738,0.0296089556068182,0.8402606248855591,0.8625828623771667,0.8436573147773743,0.19130051136016846,0.1969616711139679,0.21149472892284393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,89,,,,,,,,,,,,,,,,,,0.06202923506498337,0.2786262035369873,0.0,0.3510499894618988,0.1807088851928711,0.06923077255487442,0.3028383255004883,0.17518888413906097,0.1072135791182518,0.578131914138794,0.30260708928108215,0.44779831171035767,0.0,0.26018908619880676,289.1666564941406,289.6333312988281,289.5666809082031,40.910762786865234,0.29536110162734985,0.22269761562347412,0.6179355978965759,4.353968143463135,0.02277478016912937,0.023971855640411377,0.026786277070641518,0.9401490688323975,0.9379755258560181,0.9326164722442627,0.1862776279449463,0.19232846796512604,0.20917539298534393,0.29176604747772217,0.21964792907238007,0.24509604275226593,0.6076094508171082,0.2853333055973053,0.2964104413986206
8,89,3880.39990234375,3885.268798828125,3693.793701171875,32.867279052734375,4.219631195068359,0.02535148896276951,0.026754284277558327,0.03009515441954136,0.8440888524055481,0.8713763952255249,0.8405877351760864,0.19881513714790344,0.20730476081371307,0.22016677260398865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,99,,,,,,,,,,,,,,,4.999999873689376e-05,7.349999941652641e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,99,,,,,,,,,,,,,,,,,,0.03086753375828266,0.27139148116111755,0.0,0.34923362731933594,0.15269732475280762,0.20000000298023224,0.3065289556980133,0.1978139579296112,0.19306930899620056,0.5685626864433289,0.37732118368148804,0.45272865891456604,0.0,0.2993474304676056,289.1000061035156,289.6333312988281,289.4333190917969,37.463314056396484,0.3154321014881134,0.23826031386852264,0.6293928623199463,4.305247783660889,0.023049093782901764,0.024109959602355957,0.025974832475185394,0.9153174161911011,0.9246124625205994,0.9112346768379211,0.193250834941864,0.19428931176662445,0.20666681230068207,0.3155534267425537,0.23847804963588715,0.27211931347846985,0.6087248921394348,0.26129525899887085,0.41783851385116577
9,99,3875.00634765625,3882.168701171875,3828.824951171875,26.52316665649414,3.961574077606201,0.022598356008529663,0.023307092487812042,0.026696011424064636,0.8117430806159973,0.8373603820800781,0.8262189626693726,0.17912718653678894,0.18371473252773285,0.1987803876399994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,109,,,,,,,,,,,,,,,,,,0.055168598890304565,0.3097047805786133,0.0,0.3493037223815918,0.14080694317817688,0.25,0.32562217116355896,0.20216122269630432,0.1689356416463852,0.5851237177848816,0.3902623653411865,0.4584839940071106,0.0,0.27984753251075745,288.5333251953125,289.26666259765625,289.5,36.917720794677734,0.33057186007499695,0.2527746558189392,0.6245902180671692,4.282425880432129,0.02217758819460869,0.02378602884709835,0.025577859953045845,0.9209738969802856,0.9219854474067688,0.9148470163345337,0.1859966218471527,0.19282254576683044,0.20463724434375763,0.3244583010673523,0.2488902509212494,0.2760774791240692,0.626289963722229,0.3088379204273224,0.2872767746448517
10,109,3877.13134765625,3881.449951171875,3749.393798828125,24.16841697692871,3.9776771068573,0.02453952096402645,0.025289032608270645,0.027559438720345497,0.7942590117454529,0.8292418718338013,0.8075248599052429,0.18761922419071198,0.191091388463974,0.2011452615261078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,119,,,,,,,,,,,,,,,,,,0.06121426448225975,0.31193047761917114,0.0,0.3791670501232147,0.21932558715343475,0.20000000298023224,0.29124847054481506,0.2547582685947418,0.20172560214996338,0.5807650685310364,0.3826693296432495,0.4607403874397278,0.0,0.3028370440006256,288.5333251953125,289.23333740234375,289.4333190917969,36.105533599853516,0.32883402705192566,0.2514837384223938,0.6207683086395264,4.3026041984558105,0.022705424576997757,0.024364901706576347,0.027163615450263023,0.9168461561203003,0.917401909828186,0.9143450260162354,0.18802817165851593,0.19463758170604706,0.20875485241413116,0.33486032485961914,0.25719574093818665,0.2867242991924286,0.616991400718689,0.4184727668762207,0.26344478130340576
11,119,3876.125,3879.699951171875,3748.612548828125,23.486370086669922,3.843346357345581,0.02272915653884411,0.023622220382094383,0.025584900751709938,0.7881390452384949,0.821219265460968,0.8002969622612,0.17184172570705414,0.17742928862571716,0.18773415684700012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,129,,,,,,,,,,,,,,,,,,0.05986294895410538,0.309469074010849,0.0,0.27511173486709595,0.13114523887634277,0.1111111119389534,0.29676690697669983,0.19376078248023987,0.20929986238479614,0.5831459164619446,0.30853864550590515,0.4511507451534271,0.0,0.2861548364162445,287.5666809082031,288.76666259765625,289.4333190917969,37.38014602661133,0.3335426151752472,0.2553223669528961,0.6188852787017822,4.382741451263428,0.024160237982869148,0.025335002690553665,0.027313480153679848,0.9253702759742737,0.9208733439445496,0.9103516340255737,0.20216576755046844,0.20341023802757263,0.21547523140907288,0.3028077483177185,0.22533561289310455,0.25092288851737976,0.6082860827445984,0.26577267050743103,0.3562525510787964
12,129,3869.16259765625,3876.72509765625,3552.28759765625,24.556163787841797,4.020018577575684,0.025580916553735733,0.027330834418535233,0.02881203033030033,0.7763969302177429,0.8177382349967957,0.7763391733169556,0.19782361388206482,0.20790016651153564,0.21473872661590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,139,,,,,,,,,,,,,,,,,,0.09018359333276749,0.3308868706226349,0.03410341218113899,0.31201863288879395,0.1466730386018753,0.06428571790456772,0.23759716749191284,0.29445841908454895,0.21683168411254883,0.5832883715629578,0.3803274631500244,0.4467860460281372,0.0,0.2937951683998108,287.23333740234375,288.5333251953125,289.3333435058594,35.02082824707031,0.32551273703575134,0.24435794353485107,0.6176953911781311,4.354350566864014,0.024426015093922615,0.025748256593942642,0.028077421709895134,0.9039087295532227,0.9059826731681824,0.9105666875839233,0.19850358366966248,0.2041572481393814,0.2186562567949295,0.3290821611881256,0.24134156107902527,0.26202550530433655,0.6020493507385254,0.23175761103630066,0.46737951040267944
13,139,3863.78125,3875.5625,3687.9375,22.979190826416016,3.7506356239318848,0.02246103622019291,0.023479606956243515,0.025811459869146347,0.7422937154769897,0.7793326377868652,0.7552977204322815,0.17750589549541473,0.18423089385032654,0.1957385390996933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,149,,,,,,,,,,,,,,,4.999999873689376e-05,7.349999941652641e-05,3.232564267818816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,149,,,,,,,,,,,,,,,,,,0.13762375712394714,0.3270226716995239,0.048258788883686066,0.3531399965286255,0.14955206215381622,0.15000000596046448,0.28675228357315063,0.21121254563331604,0.19306930899620056,0.5953617691993713,0.3867853283882141,0.44802460074424744,0.0,0.3093034625053406,286.4666748046875,287.9666748046875,288.9333190917969,34.42087173461914,0.34774258732795715,0.25592130422592163,0.6174671649932861,4.315420150756836,0.024128345772624016,0.02489589713513851,0.026725323870778084,0.9093790650367737,0.9016302824020386,0.9017647504806519,0.19833716750144958,0.2017805427312851,0.21183151006698608,0.3424358069896698,0.25283101201057434,0.27398237586021423,0.6110090613365173,0.2989424467086792,0.3669472634792328
14,149,3849.08740234375,3861.231201171875,3759.862548828125,22.935592651367188,3.9055581092834473,0.024742064997553825,0.026036763563752174,0.029103055596351624,0.7452114820480347,0.7880793809890747,0.763499915599823,0.19144241511821747,0.19774185121059418,0.21549467742443085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,159,,,,,,,,,,,,,,,,,,0.06602098047733307,0.31277644634246826,0.09647399187088013,0.3837723433971405,0.24160915613174438,0.1666666716337204,0.32416263222694397,0.28185102343559265,0.45049506425857544,0.575682520866394,0.37897470593452454,0.4628930687904358,0.0,0.3223124146461487,285.0666809082031,287.73333740234375,288.76666259765625,35.756778717041016,0.3759486675262451,0.28249549865722656,0.6321842670440674,4.376900672912598,0.023870177567005157,0.024650217965245247,0.030416738241910934,0.9035179018974304,0.8942518830299377,0.9142796993255615,0.19817586243152618,0.20332631468772888,0.2335805892944336,0.38411974906921387,0.28779834508895874,0.32493650913238525,0.6386110782623291,0.2504027187824249,0.5074459314346313
15,159,3830.125,3855.862548828125,3881.85009765625,20.131441116333008,3.5385468006134033,0.019181448966264725,0.020159246399998665,0.026633689180016518,0.7136597037315369,0.7491773962974548,0.7540913820266724,0.15104112029075623,0.15629683434963226,0.18853557109832764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,169,,,,,,,,,,,,,,,,,,0.0521770715713501,0.3325098156929016,0.14305120706558228,0.3271535634994507,0.13176339864730835,0.22499999403953552,0.3305673897266388,0.31304702162742615,0.4757425785064697,0.5916302800178528,0.3406182825565338,0.484720379114151,0.0,0.35008442401885986,285.5333251953125,288.29998779296875,288.8999938964844,32.197105407714844,0.3828161954879761,0.28860440850257874,0.6279598474502563,4.250262260437012,0.023166514933109283,0.02369033731520176,0.026243897154927254,0.8977026343345642,0.9037742018699646,0.9043572545051575,0.1888870894908905,0.1948295533657074,0.20574550330638885,0.37959057092666626,0.28830623626708984,0.32295623421669006,0.6372871398925781,0.36806073784828186,0.36122941970825195
16,169,3845.11865234375,3861.300048828125,3426.55615234375,24.29082489013672,4.178501605987549,0.028425902128219604,0.030425626784563065,0.03238030523061752,0.7798303961753845,0.8310275077819824,0.7814565896987915,0.21187877655029297,0.2231152355670929,0.23001988232135773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
